kestrel_call,confidence,depth_score,haplo_count,flag,is_frameshift,vntr_coverage_mean,vntr_coverage_median,analysis_time_seconds,pair_id,condition,coverage_fraction,coverage_label,source_experiment
,Negative,,,,False,90.36,39.0,2.436954,pair_3051,normal,25.0,ds25,dupC
,Negative,,,,False,45.63,21.0,1.931135,pair_3051,normal,12.5,ds12,dupC
,Negative,,,,False,24.83,12.0,1.677165,pair_3051,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0185978667152885,364.0,Not flagged,True,268.71,126.0,3.268416,pair_3051,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.0193276167143051,368.0,Not flagged,True,181.27,84.0,2.836159,pair_3051,mutated,50.0,ds50,dupC
Insertion,High_Precision*,0.0201754385964912,384.0,Not flagged,True,92.25,44.0,2.682911,pair_3051,mutated,25.0,ds25,dupC
,Negative,,,,False,48.17,21.0,1.993236,pair_3051,mutated,12.5,ds12,dupC
,Negative,,,,False,25.59,11.0,1.899967,pair_3051,mutated,6.25,ds6,dupC
,Negative,,,,False,266.01,96.0,3.484353,pair_3052,normal,75.0,ds75,dupC
,Negative,,,,False,184.82,67.0,3.294737,pair_3052,normal,50.0,ds50,dupC
,Negative,,,,False,94.94,34.0,2.469026,pair_3052,normal,25.0,ds25,dupC
,Negative,,,,False,48.74,16.0,2.039118,pair_3052,normal,12.5,ds12,dupC
,Negative,,,,False,25.44,8.0,1.669821,pair_3052,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0208417997097242,383.0,Not flagged,True,283.03,109.0,3.338087,pair_3052,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.0217953135768435,385.0,Not flagged,True,190.08,74.0,3.110484,pair_3052,mutated,50.0,ds50,dupC
Insertion,High_Precision*,0.0265734265734265,383.0,Not flagged,True,97.61,40.0,2.328455,pair_3052,mutated,25.0,ds25,dupC
Insertion,High_Precision,0.0321285140562249,389.0,Not flagged,True,49.34,22.0,2.484743,pair_3052,mutated,12.5,ds12,dupC
,Negative,,,,False,26.83,12.0,1.8887,pair_3052,mutated,6.25,ds6,dupC
,Negative,,,,False,299.29,99.0,2.401255,pair_3053,normal,75.0,ds75,dupC
,Negative,,,,False,220.31,81.0,2.292877,pair_3053,normal,50.0,ds50,dupC
,Negative,,,,False,113.01,40.0,1.895043,pair_3053,normal,25.0,ds25,dupC
,Negative,,,,False,60.21,22.0,1.627966,pair_3053,normal,12.5,ds12,dupC
,Negative,,,,False,34.05,12.0,1.225906,pair_3053,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0431681966466884,391.0,Not flagged,True,285.2,109.0,3.607104,pair_3053,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.0389644351464435,390.0,Not flagged,True,195.15,75.0,3.14285,pair_3053,mutated,50.0,ds50,dupC
Insertion,High_Precision*,0.0438456268554464,388.0,Not flagged,True,105.36,43.0,2.887993,pair_3053,mutated,25.0,ds25,dupC
Insertion,High_Precision,0.0496124031007751,389.0,Not flagged,True,61.81,25.0,2.247064,pair_3053,mutated,12.5,ds12,dupC
Insertion,High_Precision,0.0541976620616365,390.0,Not flagged,True,33.57,14.0,1.951947,pair_3053,mutated,6.25,ds6,dupC
,Negative,,,,False,283.49,109.0,2.689873,pair_3054,normal,75.0,ds75,dupC
,Negative,,,,False,190.49,76.0,2.317658,pair_3054,normal,50.0,ds50,dupC
,Negative,,,,False,94.83,39.0,2.303121,pair_3054,normal,25.0,ds25,dupC
,Negative,,,,False,49.36,20.0,1.909692,pair_3054,normal,12.5,ds12,dupC
,Negative,,,,False,27.51,11.0,1.569925,pair_3054,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0112406677292173,381.0,Not flagged,True,282.91,125.0,2.83458,pair_3054,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.0142221122928518,381.0,Not flagged,True,192.75,90.0,2.494279,pair_3054,mutated,50.0,ds50,dupC
Insertion,High_Precision*,0.0223549816920408,381.0,Not flagged,True,97.78,46.0,2.585726,pair_3054,mutated,25.0,ds25,dupC
Insertion,High_Precision,0.0300782859497321,381.0,Not flagged,True,48.57,24.0,2.556813,pair_3054,mutated,12.5,ds12,dupC
Insertion,High_Precision,0.0223671947809878,383.0,Not flagged,True,26.12,13.0,1.96398,pair_3054,mutated,6.25,ds6,dupC
,Negative,,,,False,255.63,194.0,2.493548,pair_3055,normal,75.0,ds75,dupC
,Negative,,,,False,174.09,130.0,2.106731,pair_3055,normal,50.0,ds50,dupC
,Negative,,,,False,87.77,62.0,2.000798,pair_3055,normal,25.0,ds25,dupC
,Negative,,,,False,44.47,35.0,1.906411,pair_3055,normal,12.5,ds12,dupC
,Negative,,,,False,24.6,20.0,1.759883,pair_3055,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.058951018638925,374.0,Not flagged,True,255.85,212.0,2.530523,pair_3055,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.0866378746237403,372.0,Not flagged,True,173.77,142.0,2.536387,pair_3055,mutated,50.0,ds50,dupC
Insertion,High_Precision*,0.1109418634171109,371.0,Not flagged,True,88.59,76.0,2.508966,pair_3055,mutated,25.0,ds25,dupC
Insertion,High_Precision*,0.1092677345537757,371.0,Not flagged,True,42.36,38.0,2.400567,pair_3055,mutated,12.5,ds12,dupC
Insertion,High_Precision,0.0876585928489042,379.0,Not flagged,True,23.24,21.0,2.34857,pair_3055,mutated,6.25,ds6,dupC
,Negative,,,,False,275.72,125.5,3.081592,pair_3056,normal,75.0,ds75,dupC
,Negative,,,,False,186.29,87.0,3.038078,pair_3056,normal,50.0,ds50,dupC
,Negative,,,,False,94.31,41.0,2.76966,pair_3056,normal,25.0,ds25,dupC
,Negative,,,,False,47.08,24.0,2.144859,pair_3056,normal,12.5,ds12,dupC
,Negative,,,,False,25.76,13.0,1.353123,pair_3056,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.01476156505515,391.0,Not flagged,True,271.24,124.0,3.613665,pair_3056,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.0144833829044355,390.0,Not flagged,True,184.06,85.0,3.338994,pair_3056,mutated,50.0,ds50,dupC
Insertion,High_Precision,0.0160871821484172,391.0,Not flagged,True,94.81,44.0,2.56856,pair_3056,mutated,25.0,ds25,dupC
Insertion,High_Precision,0.0258848388800845,390.0,Not flagged,True,48.1,20.0,2.383805,pair_3056,mutated,12.5,ds12,dupC
Insertion,Low_Precision,0.0183673469387755,391.0,Not flagged,True,25.29,10.0,1.769038,pair_3056,mutated,6.25,ds6,dupC
,Negative,,,,False,268.23,145.0,2.36433,pair_3057,normal,75.0,ds75,dupC
,Negative,,,,False,179.33,95.0,1.972275,pair_3057,normal,50.0,ds50,dupC
,Negative,,,,False,91.82,49.0,2.157802,pair_3057,normal,25.0,ds25,dupC
,Negative,,,,False,46.04,23.0,1.791855,pair_3057,normal,12.5,ds12,dupC
,Negative,,,,False,24.42,13.0,1.868033,pair_3057,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0212453700468236,328.0,Not flagged,True,261.86,146.0,2.58636,pair_3057,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.02342851166196,329.0,Not flagged,True,181.85,104.0,2.367799,pair_3057,mutated,50.0,ds50,dupC
Insertion,High_Precision*,0.0478316326530612,353.0,Not flagged,True,93.14,52.0,2.199345,pair_3057,mutated,25.0,ds25,dupC
Insertion,High_Precision,0.0427835051546391,354.0,Not flagged,True,46.1,27.0,2.162474,pair_3057,mutated,12.5,ds12,dupC
Insertion,High_Precision,0.0318979266347687,349.0,Not flagged,True,24.53,14.0,2.170933,pair_3057,mutated,6.25,ds6,dupC
,Negative,,,,False,276.79,102.0,3.232837,pair_3058,normal,75.0,ds75,dupC
,Negative,,,,False,186.63,69.0,2.699347,pair_3058,normal,50.0,ds50,dupC
,Negative,,,,False,95.61,38.0,2.073496,pair_3058,normal,25.0,ds25,dupC
,Negative,,,,False,47.2,19.0,2.131198,pair_3058,normal,12.5,ds12,dupC
,Negative,,,,False,25.73,11.0,1.526738,pair_3058,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0100892857142857,388.0,Not flagged,True,257.01,100.0,3.708792,pair_3058,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.0094273743016759,388.0,Not flagged,True,182.7,68.0,3.144969,pair_3058,mutated,50.0,ds50,dupC
Insertion,High_Precision,0.0114597544338335,389.0,Not flagged,True,91.58,36.0,2.995311,pair_3058,mutated,25.0,ds25,dupC
,Negative,,,,False,48.04,19.0,2.083339,pair_3058,mutated,12.5,ds12,dupC
,Negative,,,,False,25.57,10.0,1.790006,pair_3058,mutated,6.25,ds6,dupC
,Negative,,,,False,279.34,109.0,2.629143,pair_3059,normal,75.0,ds75,dupC
,Negative,,,,False,188.22,70.0,2.182375,pair_3059,normal,50.0,ds50,dupC
,Negative,,,,False,96.66,40.0,1.988558,pair_3059,normal,25.0,ds25,dupC
,Negative,,,,False,48.67,20.0,1.878213,pair_3059,normal,12.5,ds12,dupC
,Negative,,,,False,26.91,12.0,1.854534,pair_3059,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0212541033772881,390.0,Not flagged,True,275.29,101.0,2.858157,pair_3059,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.027614968440036,389.0,Not flagged,True,185.71,69.0,2.404058,pair_3059,mutated,50.0,ds50,dupC
Insertion,High_Precision*,0.0278902384165542,388.0,Not flagged,True,94.06,33.0,2.317521,pair_3059,mutated,25.0,ds25,dupC
Insertion,High_Precision,0.0270758122743682,389.0,Not flagged,True,48.88,18.0,2.36872,pair_3059,mutated,12.5,ds12,dupC
,Negative,,,,False,26.23,11.0,1.804769,pair_3059,mutated,6.25,ds6,dupC
,Negative,,,,False,265.76,109.0,3.255493,pair_3060,normal,75.0,ds75,dupC
,Negative,,,,False,179.94,74.0,3.038421,pair_3060,normal,50.0,ds50,dupC
,Negative,,,,False,91.6,33.0,2.610691,pair_3060,normal,25.0,ds25,dupC
,Negative,,,,False,46.85,18.0,1.847671,pair_3060,normal,12.5,ds12,dupC
,Negative,,,,False,26.29,10.0,1.615056,pair_3060,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0181923187987294,390.0,Not flagged,True,278.34,107.0,3.169552,pair_3060,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.01796875,390.0,Not flagged,True,187.87,71.0,2.795337,pair_3060,mutated,50.0,ds50,dupC
Insertion,High_Precision*,0.0302384182981197,386.0,Not flagged,True,95.64,36.0,2.701478,pair_3060,mutated,25.0,ds25,dupC
Insertion,High_Precision,0.040097205346294,386.0,Not flagged,True,49.85,21.0,2.535616,pair_3060,mutated,12.5,ds12,dupC
Insertion,High_Precision,0.0195599022004889,390.0,Not flagged,True,27.19,12.0,2.244697,pair_3060,mutated,6.25,ds6,dupC
,Negative,,,,False,283.6,112.0,2.663813,pair_3061,normal,75.0,ds75,dupC
,Negative,,,,False,190.62,78.0,2.183553,pair_3061,normal,50.0,ds50,dupC
,Negative,,,,False,98.09,43.0,1.974942,pair_3061,normal,25.0,ds25,dupC
,Negative,,,,False,49.39,21.0,2.123306,pair_3061,normal,12.5,ds12,dupC
,Negative,,,,False,26.77,11.0,1.824416,pair_3061,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0281927710843373,386.0,Not flagged,True,262.01,113.0,3.547061,pair_3061,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.028594905505341,388.0,Not flagged,True,182.32,80.0,3.311619,pair_3061,mutated,50.0,ds50,dupC
Insertion,High_Precision,0.0296996287546405,387.0,Not flagged,True,91.12,40.0,2.975002,pair_3061,mutated,25.0,ds25,dupC
Insertion,High_Precision,0.0257510729613733,384.0,Not flagged,True,47.48,19.0,2.212003,pair_3061,mutated,12.5,ds12,dupC
,Negative,,,,False,25.93,10.0,1.639566,pair_3061,mutated,6.25,ds6,dupC
,Negative,,,,False,281.39,124.0,2.345617,pair_3062,normal,75.0,ds75,dupC
,Negative,,,,False,188.36,84.0,2.188357,pair_3062,normal,50.0,ds50,dupC
,Negative,,,,False,96.03,46.0,1.997668,pair_3062,normal,25.0,ds25,dupC
,Negative,,,,False,49.7,23.0,1.887966,pair_3062,normal,12.5,ds12,dupC
,Negative,,,,False,27.23,14.0,1.771888,pair_3062,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0425939489548706,386.0,Not flagged,True,279.98,137.5,3.035541,pair_3062,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.030845476736445,386.0,Not flagged,True,191.01,100.0,2.721697,pair_3062,mutated,50.0,ds50,dupC
Insertion,High_Precision*,0.0497388709276299,389.0,Not flagged,True,96.63,48.0,2.358988,pair_3062,mutated,25.0,ds25,dupC
Insertion,High_Precision*,0.0550541516245487,389.0,Not flagged,True,49.02,24.0,2.268895,pair_3062,mutated,12.5,ds12,dupC
Insertion,High_Precision,0.0485436893203883,389.0,Not flagged,True,26.42,13.0,2.167838,pair_3062,mutated,6.25,ds6,dupC
,Negative,,,,False,252.08,100.0,3.387404,pair_3063,normal,75.0,ds75,dupC
,Negative,,,,False,168.54,63.0,3.279682,pair_3063,normal,50.0,ds50,dupC
,Negative,,,,False,91.27,34.0,2.976519,pair_3063,normal,25.0,ds25,dupC
,Negative,,,,False,46.28,17.0,2.034724,pair_3063,normal,12.5,ds12,dupC
,Negative,,,,False,26.26,10.0,1.534136,pair_3063,normal,6.25,ds6,dupC
Insertion,High_Precision,0.0071078431372549,364.0,Not flagged,True,279.71,91.0,3.368412,pair_3063,mutated,75.0,ds75,dupC
Insertion,High_Precision,0.0083383685800604,344.0,Not flagged,True,191.01,61.0,3.017271,pair_3063,mutated,50.0,ds50,dupC
,Negative,,,,False,95.86,33.0,2.295871,pair_3063,mutated,25.0,ds25,dupC
,Negative,,,,False,49.42,17.0,1.702312,pair_3063,mutated,12.5,ds12,dupC
,Negative,,,,False,26.09,8.0,1.34526,pair_3063,mutated,6.25,ds6,dupC
,Negative,,,,False,276.21,102.0,3.23029,pair_3064,normal,75.0,ds75,dupC
,Negative,,,,False,187.42,67.0,3.286181,pair_3064,normal,50.0,ds50,dupC
,Negative,,,,False,102.34,34.0,2.981019,pair_3064,normal,25.0,ds25,dupC
,Negative,,,,False,52.12,18.0,2.042111,pair_3064,normal,12.5,ds12,dupC
,Negative,,,,False,28.67,10.0,1.755554,pair_3064,normal,6.25,ds6,dupC
Insertion,Low_Precision,0.0046914031560348,373.0,Not flagged,True,264.22,91.0,2.736299,pair_3064,mutated,75.0,ds75,dupC
Insertion,High_Precision,0.0070413352457947,390.0,Not flagged,True,186.4,62.0,2.383175,pair_3064,mutated,50.0,ds50,dupC
Insertion,High_Precision,0.0225733634311512,391.0,Not flagged,True,97.35,30.0,2.265927,pair_3064,mutated,25.0,ds25,dupC
Insertion,High_Precision,0.0180451127819548,391.0,Not flagged,True,50.08,16.0,2.18879,pair_3064,mutated,12.5,ds12,dupC
Insertion,High_Precision,0.0278810408921933,391.0,Not flagged,True,27.3,9.0,2.089246,pair_3064,mutated,6.25,ds6,dupC
,Negative,,,,False,264.19,159.0,2.976541,pair_3065,normal,75.0,ds75,dupC
,Negative,,,,False,177.75,109.5,2.480153,pair_3065,normal,50.0,ds50,dupC
,Negative,,,,False,92.18,52.0,2.115187,pair_3065,normal,25.0,ds25,dupC
,Negative,,,,False,47.9,29.0,2.167871,pair_3065,normal,12.5,ds12,dupC
,Negative,,,,False,25.56,17.0,2.018981,pair_3065,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0269612432128814,379.0,Not flagged,True,259.81,146.0,3.312038,pair_3065,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.0298562818729717,380.0,Not flagged,True,176.0,101.0,2.650363,pair_3065,mutated,50.0,ds50,dupC
Insertion,High_Precision*,0.0372280780444045,380.0,Not flagged,True,88.78,52.0,2.343641,pair_3065,mutated,25.0,ds25,dupC
Insertion,High_Precision,0.0452850293020777,375.0,Not flagged,True,46.43,27.0,2.324168,pair_3065,mutated,12.5,ds12,dupC
Insertion,High_Precision,0.025,367.0,Not flagged,True,24.82,13.0,1.963965,pair_3065,mutated,6.25,ds6,dupC
,Negative,,,,False,260.62,99.0,3.51637,pair_3066,normal,75.0,ds75,dupC
,Negative,,,,False,176.29,66.0,2.997237,pair_3066,normal,50.0,ds50,dupC
,Negative,,,,False,91.69,36.0,2.737249,pair_3066,normal,25.0,ds25,dupC
,Negative,,,,False,49.15,20.0,1.826219,pair_3066,normal,12.5,ds12,dupC
,Negative,,,,False,26.65,10.0,1.435247,pair_3066,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0200041966846191,332.0,Not flagged,True,281.82,100.0,3.446166,pair_3066,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.0196219437024861,332.0,Not flagged,True,191.09,69.0,3.181492,pair_3066,mutated,50.0,ds50,dupC
Insertion,High_Precision,0.0192750890425309,335.0,Not flagged,True,95.47,33.0,2.700422,pair_3066,mutated,25.0,ds25,dupC
Insertion,High_Precision,0.0218550106609808,335.0,Not flagged,True,47.65,17.0,2.301087,pair_3066,mutated,12.5,ds12,dupC
Insertion,Low_Precision,0.0104493207941483,338.0,Not flagged,True,25.12,10.0,1.510669,pair_3066,mutated,6.25,ds6,dupC
,Negative,,,,False,279.74,97.0,2.58342,pair_3067,normal,75.0,ds75,dupC
,Negative,,,,False,188.4,70.0,2.012466,pair_3067,normal,50.0,ds50,dupC
,Negative,,,,False,95.81,35.0,2.283464,pair_3067,normal,25.0,ds25,dupC
,Negative,,,,False,48.49,17.0,2.155012,pair_3067,normal,12.5,ds12,dupC
,Negative,,,,False,26.34,10.0,1.903279,pair_3067,normal,6.25,ds6,dupC
Insertion,High_Precision,0.0060267659310467,355.0,Not flagged,True,275.11,92.0,3.383113,pair_3067,mutated,75.0,ds75,dupC
Insertion,High_Precision,0.005222613918266,355.0,Not flagged,True,186.33,62.0,3.303147,pair_3067,mutated,50.0,ds50,dupC
Insertion,High_Precision,0.0056899004267425,361.0,Not flagged,True,93.6,31.0,2.558158,pair_3067,mutated,25.0,ds25,dupC
,Negative,,,,False,48.4,18.0,1.921539,pair_3067,mutated,12.5,ds12,dupC
,Negative,,,,False,25.84,9.0,1.63765,pair_3067,mutated,6.25,ds6,dupC
,Negative,,,,False,276.99,145.0,2.689047,pair_3068,normal,75.0,ds75,dupC
,Negative,,,,False,186.61,93.0,2.363376,pair_3068,normal,50.0,ds50,dupC
,Negative,,,,False,92.86,46.0,2.017498,pair_3068,normal,25.0,ds25,dupC
,Negative,,,,False,47.63,24.0,1.729795,pair_3068,normal,12.5,ds12,dupC
,Negative,,,,False,25.53,15.0,1.635545,pair_3068,normal,6.25,ds6,dupC
,Negative,,,,False,279.29,141.0,3.107878,pair_3068,mutated,75.0,ds75,dupC
Insertion,High_Precision,0.0056975282781734,370.0,Not flagged,True,188.89,91.0,2.832195,pair_3068,mutated,50.0,ds50,dupC
,Negative,,,,False,94.01,48.0,2.056386,pair_3068,mutated,25.0,ds25,dupC
,Negative,,,,False,47.73,22.0,1.648268,pair_3068,mutated,12.5,ds12,dupC
,Negative,,,,False,25.59,12.0,1.526733,pair_3068,mutated,6.25,ds6,dupC
,Negative,,,,False,277.61,84.0,3.198647,pair_3069,normal,75.0,ds75,dupC
,Negative,,,,False,185.44,54.0,2.391511,pair_3069,normal,50.0,ds50,dupC
,Negative,,,,False,96.13,28.0,2.087622,pair_3069,normal,25.0,ds25,dupC
,Negative,,,,False,48.56,12.0,2.020931,pair_3069,normal,12.5,ds12,dupC
,Negative,,,,False,26.12,7.0,1.440902,pair_3069,normal,6.25,ds6,dupC
Insertion,High_Precision,0.0062116747630803,361.0,Not flagged,True,283.55,88.0,2.631252,pair_3069,mutated,75.0,ds75,dupC
Insertion,High_Precision,0.0087390761548064,373.0,Not flagged,True,192.52,58.0,2.220017,pair_3069,mutated,50.0,ds50,dupC
Insertion,High_Precision,0.0111308993766696,390.0,Not flagged,True,99.57,32.0,2.349404,pair_3069,mutated,25.0,ds25,dupC
Insertion,High_Precision,0.0108790252393385,385.0,Not flagged,True,50.55,14.0,2.331434,pair_3069,mutated,12.5,ds12,dupC
,Negative,,,,False,28.24,7.0,1.604253,pair_3069,mutated,6.25,ds6,dupC
,Negative,,,,False,266.17,184.0,3.435201,pair_3070,normal,75.0,ds75,dupC
,Negative,,,,False,179.6,124.0,2.748563,pair_3070,normal,50.0,ds50,dupC
,Negative,,,,False,90.07,60.0,2.267343,pair_3070,normal,25.0,ds25,dupC
,Negative,,,,False,47.83,30.0,2.303146,pair_3070,normal,12.5,ds12,dupC
,Negative,,,,False,25.06,17.0,2.032668,pair_3070,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0420196931531944,375.0,Not flagged,True,261.62,172.0,3.626564,pair_3070,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.0401778081723371,371.0,Not flagged,True,182.99,118.0,2.948906,pair_3070,mutated,50.0,ds50,dupC
Insertion,High_Precision*,0.0388283378746594,376.0,Not flagged,True,93.12,56.0,2.449697,pair_3070,mutated,25.0,ds25,dupC
Insertion,High_Precision,0.059047619047619,371.0,Not flagged,True,51.07,31.0,2.416966,pair_3070,mutated,12.5,ds12,dupC
Insertion,High_Precision,0.0386597938144329,375.0,Not flagged,True,29.65,19.0,2.536859,pair_3070,mutated,6.25,ds6,dupC
,Negative,,,,False,279.83,107.0,2.385342,pair_3071,normal,75.0,ds75,dupC
,Negative,,,,False,190.16,77.0,1.959313,pair_3071,normal,50.0,ds50,dupC
,Negative,,,,False,94.41,39.0,1.695212,pair_3071,normal,25.0,ds25,dupC
,Negative,,,,False,47.97,18.0,1.631237,pair_3071,normal,12.5,ds12,dupC
,Negative,,,,False,25.4,10.0,1.579958,pair_3071,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.043903386647672,376.0,Not flagged,True,282.88,116.0,2.568302,pair_3071,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.0427580893682588,372.0,Not flagged,True,190.08,78.0,2.118403,pair_3071,mutated,50.0,ds50,dupC
Insertion,High_Precision*,0.0645082168260976,374.0,Not flagged,True,97.37,41.0,2.217578,pair_3071,mutated,25.0,ds25,dupC
Insertion,High_Precision*,0.0586172344689378,359.0,Not flagged,True,49.45,22.0,1.997521,pair_3071,mutated,12.5,ds12,dupC
Insertion,High_Precision,0.0551790900290416,366.0,Not flagged,True,26.63,11.0,1.650005,pair_3071,mutated,6.25,ds6,dupC
,Negative,,,,False,282.82,97.0,2.249706,pair_3072,normal,75.0,ds75,dupC
,Negative,,,,False,190.35,65.0,1.972207,pair_3072,normal,50.0,ds50,dupC
,Negative,,,,False,95.17,30.0,2.200755,pair_3072,normal,25.0,ds25,dupC
,Negative,,,,False,48.44,15.0,1.952702,pair_3072,normal,12.5,ds12,dupC
,Negative,,,,False,25.44,8.0,1.306646,pair_3072,normal,6.25,ds6,dupC
Insertion,High_Precision,0.0116538556905529,381.0,Not flagged,True,259.76,98.0,3.480405,pair_3072,mutated,75.0,ds75,dupC
Insertion,High_Precision,0.0094625283875851,381.0,Not flagged,True,178.21,66.0,3.472321,pair_3072,mutated,50.0,ds50,dupC
Insertion,High_Precision,0.0131916452913155,381.0,Not flagged,True,93.95,34.0,2.738167,pair_3072,mutated,25.0,ds25,dupC
Insertion,Low_Precision,0.009798584648884,383.0,Not flagged,True,46.85,17.0,2.166878,pair_3072,mutated,12.5,ds12,dupC
,Negative,,,,False,25.41,9.0,1.578527,pair_3072,mutated,6.25,ds6,dupC
,Negative,,,,False,277.07,91.0,3.319189,pair_3073,normal,75.0,ds75,dupC
,Negative,,,,False,192.0,62.0,2.874725,pair_3073,normal,50.0,ds50,dupC
,Negative,,,,False,96.16,27.0,2.4028,pair_3073,normal,25.0,ds25,dupC
,Negative,,,,False,50.17,16.0,2.023616,pair_3073,normal,12.5,ds12,dupC
,Negative,,,,False,26.72,9.0,1.632556,pair_3073,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0059596071073832,355.0,Not flagged,True,270.0,85.0,3.619275,pair_3073,mutated,75.0,ds75,dupC
Insertion,High_Precision,0.0069672924327462,373.0,Not flagged,True,181.48,58.0,3.330656,pair_3073,mutated,50.0,ds50,dupC
,Negative,,,,False,92.78,28.0,2.584456,pair_3073,mutated,25.0,ds25,dupC
Insertion,High_Precision,0.0113314447592068,370.0,Not flagged,True,50.54,16.0,2.356557,pair_3073,mutated,12.5,ds12,dupC
,Negative,,,,False,26.9,10.0,1.729679,pair_3073,mutated,6.25,ds6,dupC
,Negative,,,,False,280.36,103.0,2.655174,pair_3074,normal,75.0,ds75,dupC
,Negative,,,,False,189.13,71.0,2.218711,pair_3074,normal,50.0,ds50,dupC
,Negative,,,,False,94.95,37.0,2.05646,pair_3074,normal,25.0,ds25,dupC
,Negative,,,,False,47.46,18.0,2.051693,pair_3074,normal,12.5,ds12,dupC
,Negative,,,,False,25.09,11.0,1.669455,pair_3074,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0106170774081461,383.0,Not flagged,True,279.87,102.0,3.647411,pair_3074,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.0116688116688116,383.0,Not flagged,True,188.21,69.0,3.390274,pair_3074,mutated,50.0,ds50,dupC
Insertion,High_Precision,0.0125374761515399,383.0,Not flagged,True,94.34,36.0,2.671353,pair_3074,mutated,25.0,ds25,dupC
Insertion,High_Precision,0.0220090293453724,356.0,Not flagged,True,48.2,18.0,2.348625,pair_3074,mutated,12.5,ds12,dupC
,Negative,,,,False,24.95,11.0,1.555469,pair_3074,mutated,6.25,ds6,dupC
,Negative,,,,False,330.38,145.0,2.337703,pair_3075,normal,75.0,ds75,dupC
,Negative,,,,False,223.92,105.0,1.85724,pair_3075,normal,50.0,ds50,dupC
,Negative,,,,False,111.78,58.0,1.556542,pair_3075,normal,25.0,ds25,dupC
,Negative,,,,False,60.95,28.0,1.444337,pair_3075,normal,12.5,ds12,dupC
,Negative,,,,False,32.92,15.0,1.360484,pair_3075,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0419710865847971,386.0,Not flagged,True,345.99,154.0,2.399197,pair_3075,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.0508149568552253,386.0,Not flagged,True,233.93,107.0,1.935424,pair_3075,mutated,50.0,ds50,dupC
Insertion,High_Precision*,0.0741308793456032,345.0,Not flagged,True,118.47,58.5,1.774018,pair_3075,mutated,25.0,ds25,dupC
Insertion,High_Precision*,0.0711382113821138,347.0,Not flagged,True,60.08,28.0,1.84641,pair_3075,mutated,12.5,ds12,dupC
Insertion,High_Precision,0.0794573643410852,345.0,Not flagged,True,32.12,16.0,1.725549,pair_3075,mutated,6.25,ds6,dupC
,Negative,,,,False,237.83,154.0,3.165904,pair_3076,normal,75.0,ds75,dupC
,Negative,,,,False,159.31,105.0,2.792064,pair_3076,normal,50.0,ds50,dupC
,Negative,,,,False,84.69,55.0,2.003416,pair_3076,normal,25.0,ds25,dupC
,Negative,,,,False,44.38,29.0,2.252113,pair_3076,normal,12.5,ds12,dupC
,Negative,,,,False,24.46,16.0,2.30372,pair_3076,normal,6.25,ds6,dupC
Insertion,High_Precision*,0.0468785215235519,378.0,Not flagged,True,232.78,156.0,3.596372,pair_3076,mutated,75.0,ds75,dupC
Insertion,High_Precision*,0.0423315602836879,366.0,Not flagged,True,166.75,115.0,3.369474,pair_3076,mutated,50.0,ds50,dupC
Insertion,High_Precision*,0.0349859681945743,375.0,Not flagged,True,86.72,60.0,2.668747,pair_3076,mutated,25.0,ds25,dupC
Insertion,High_Precision,0.055662188099808,379.0,Not flagged,True,43.64,33.0,2.282564,pair_3076,mutated,12.5,ds12,dupC
